idAlojamiento,tipoHabitacion
345,Individual
346,Compartida
347,Compartida
348,Compartida
349,Individual
350,Compartida
351,Compartida
352,Individual
353,Individual
354,Individual
355,Individual
356,Individual
357,Individual
358,Individual
359,Individual
360,Compartida
361,Compartida
362,Individual
363,Individual
364,Individual
365,Individual
366,Compartida
367,Compartida
368,Individual
369,Individual
370,Individual
371,Individual
372,Individual
373,Compartida
374,Individual
375,Individual
376,Individual
377,Compartida
378,Individual
379,Compartida
380,Individual
381,Compartida
382,Compartida
383,Individual
384,Compartida
385,Compartida
386,Compartida
387,Individual
388,Compartida
389,Individual
390,Individual
391,Individual
392,Compartida
393,Compartida
394,Compartida
395,Individual
396,Compartida
397,Individual
398,Compartida
399,Compartida
400,Individual
401,Compartida
402,Compartida
403,Compartida
404,Individual
405,Compartida
406,Compartida
407,Compartida
408,Individual
409,Compartida
410,Individual
411,Individual
412,Compartida
413,Individual
414,Compartida
415,Individual
416,Individual
417,Individual
418,Compartida
419,Compartida
420,Compartida
421,Compartida
422,Compartida
423,Compartida
424,Compartida
425,Individual
426,Individual
427,Compartida
428,Individual
429,Individual
430,Compartida
431,Individual
432,Individual
433,Individual
434,Compartida
435,Individual
436,Compartida
437,Individual
438,Individual
439,Compartida
440,Individual
441,Individual
442,Compartida
443,Individual
444,Individual
445,Compartida
446,Compartida
447,Compartida
448,Individual
449,Individual
450,Compartida
451,Individual
452,Individual
453,Compartida
454,Individual
455,Compartida
456,Individual
457,Individual
458,Individual
459,Compartida
460,Compartida
461,Compartida
462,Compartida
463,Individual
464,Compartida
465,Compartida
466,Individual
467,Compartida
468,Compartida
469,Compartida
470,Compartida
471,Individual
472,Compartida
473,Compartida
474,Compartida
475,Individual
476,Compartida
477,Individual
478,Individual
479,Compartida
480,Compartida
481,Individual
482,Compartida
483,Individual
484,Compartida
485,Individual
486,Compartida
487,Individual
488,Compartida
489,Individual
490,Compartida
491,Individual
492,Individual
493,Compartida
494,Compartida
495,Compartida
496,Individual
497,Compartida
498,Individual
499,Compartida
500,Compartida
501,Individual
502,Compartida
503,Compartida
504,Individual
505,Compartida
506,Individual
507,Individual
508,Individual
509,Compartida
510,Individual
511,Individual
512,Compartida
513,Individual
514,Individual
515,Compartida
516,Compartida
517,Individual
518,Individual
519,Individual
520,Individual
521,Compartida
522,Compartida
523,Individual
524,Compartida
525,Individual
526,Compartida
527,Individual
528,Compartida
529,Individual
530,Individual
531,Compartida
532,Compartida
533,Compartida
534,Individual
535,Individual
536,Individual
537,Individual
538,Individual
539,Individual
540,Compartida
541,Compartida
542,Individual
543,Individual
544,Individual
545,Individual
546,Compartida
547,Individual
548,Individual
549,Compartida
550,Individual
551,Compartida
552,Compartida
553,Compartida
554,Individual
555,Compartida
556,Compartida
557,Compartida
558,Individual
559,Compartida
560,Compartida
561,Individual
562,Compartida
563,Compartida
564,Compartida
565,Individual
566,Individual
567,Individual
568,Individual
569,Individual
570,Individual
571,Compartida
572,Compartida
573,Individual
574,Individual
575,Individual
576,Individual
577,Individual
578,Individual
579,Compartida
580,Compartida
581,Compartida
582,Individual
583,Compartida
584,Individual
585,Compartida
586,Individual
587,Compartida
588,Compartida
589,Individual
590,Individual
591,Compartida
592,Compartida
593,Compartida
594,Individual
595,Compartida
596,Compartida
597,Compartida
598,Individual
599,Compartida
600,Individual
601,Individual
602,Individual
603,Compartida
604,Individual
605,Individual
606,Compartida
607,Individual
608,Compartida
609,Individual
610,Compartida
611,Compartida
612,Individual
613,Compartida
614,Individual
615,Compartida
616,Compartida
617,Individual
618,Compartida
619,Individual
620,Individual
621,Compartida
622,Compartida
623,Compartida
624,Compartida
625,Compartida
626,Individual
627,Compartida
628,Compartida
629,Individual
630,Compartida
631,Individual
632,Individual
633,Individual
634,Individual
635,Compartida
636,Compartida
637,Individual
638,Individual
639,Individual
640,Compartida
641,Individual
642,Individual
643,Compartida
644,Individual
645,Compartida
646,Compartida
647,Compartida
648,Individual
649,Individual
650,Compartida
651,Compartida
652,Individual
653,Individual
654,Individual
655,Individual
656,Individual
657,Individual
658,Individual
659,Compartida
660,Compartida
661,Compartida
662,Individual
663,Individual
664,Compartida
665,Individual
666,Individual
667,Individual
668,Compartida
669,Compartida
670,Individual
671,Individual
672,Compartida
673,Compartida
674,Compartida
675,Individual
676,Individual
677,Individual
678,Compartida
679,Individual
680,Individual
681,Compartida
682,Individual
683,Compartida
684,Compartida
685,Compartida
686,Individual
687,Compartida
688,Compartida
689,Compartida
690,Compartida
691,Compartida
692,Compartida
693,Compartida
694,Compartida
695,Compartida
696,Individual
697,Compartida
698,Individual
699,Individual
700,Individual
701,Individual
702,Individual
703,Compartida
704,Compartida
705,Individual
706,Compartida
707,Compartida
708,Individual
709,Individual
710,Individual
711,Individual
712,Compartida
713,Compartida
714,Compartida
715,Compartida
716,Individual
717,Compartida
718,Compartida
719,Individual
720,Compartida
721,Individual
722,Compartida
723,Compartida
724,Individual
725,Individual
726,Compartida
727,Individual
728,Compartida
729,Individual
730,Compartida
731,Compartida
732,Compartida
733,Individual
734,Individual
735,Individual
736,Individual
737,Individual
738,Individual
739,Compartida
740,Individual
741,Compartida
742,Compartida
743,Individual
744,Compartida
745,Compartida
746,Individual
747,Compartida
748,Compartida
749,Individual
750,Compartida
751,Individual
752,Individual
753,Individual
754,Individual
755,Compartida
756,Individual
757,Compartida
758,Compartida
759,Compartida
760,Compartida
761,Compartida
762,Compartida
763,Compartida
764,Individual
765,Compartida
766,Individual
767,Individual
768,Individual
769,Individual
770,Compartida
771,Individual
772,Individual
773,Individual
774,Compartida
775,Individual
776,Individual
777,Individual
778,Individual
779,Compartida
780,Compartida
781,Compartida
782,Individual
783,Individual
784,Compartida
785,Compartida
786,Individual
787,Compartida
788,Individual
789,Individual
790,Compartida
791,Compartida
792,Individual
793,Individual
794,Compartida
795,Compartida
796,Individual
797,Individual
798,Individual
799,Individual
800,Individual
801,Individual
802,Compartida
803,Individual
804,Compartida
805,Individual
806,Individual
807,Compartida
808,Individual
809,Compartida
810,Compartida
811,Individual
812,Compartida
813,Compartida
814,Individual
815,Compartida
816,Individual
817,Individual
818,Individual
819,Compartida
820,Individual
821,Individual
822,Individual
823,Individual
824,Individual
825,Compartida
826,Individual
827,Individual
828,Individual
829,Individual
830,Compartida
831,Individual
832,Compartida
833,Compartida
834,Individual
835,Compartida
836,Individual
837,Compartida
838,Compartida
839,Compartida
840,Compartida
841,Compartida
842,Compartida
843,Individual
844,Compartida
845,Individual
846,Compartida
847,Compartida
848,Individual
849,Individual
850,Compartida
851,Individual
852,Individual
853,Individual
854,Compartida
855,Compartida
856,Compartida
857,Individual
858,Compartida
859,Compartida
860,Individual
861,Compartida
862,Individual
863,Compartida
864,Compartida
865,Individual
866,Individual
867,Compartida
868,Compartida
869,Individual
870,Compartida
871,Individual
872,Compartida
873,Individual
874,Individual
875,Compartida
876,Individual
877,Compartida
878,Compartida
879,Individual
880,Individual
881,Compartida
882,Individual
883,Compartida
884,Individual
885,Individual
886,Individual
887,Compartida
888,Individual
889,Compartida
890,Individual
891,Compartida
892,Individual
893,Individual
894,Compartida
895,Individual
896,Individual
897,Individual
898,Compartida
899,Individual
900,Compartida
901,Compartida
902,Individual
903,Compartida
904,Compartida
905,Compartida
906,Compartida
907,Compartida
908,Individual
909,Individual
910,Compartida
911,Compartida
912,Compartida
913,Individual
914,Individual
915,Individual
916,Individual
917,Individual
918,Compartida
919,Individual
920,Individual
921,Compartida
922,Individual
923,Individual
924,Individual
925,Individual
926,Individual
927,Individual
928,Compartida
929,Compartida
930,Compartida
931,Individual
932,Individual
933,Individual
934,Individual
935,Individual
936,Compartida
937,Compartida
938,Individual
939,Individual
940,Individual
941,Compartida
942,Individual
943,Individual
944,Individual
945,Individual
946,Individual
947,Compartida
948,Compartida
949,Individual
950,Individual
951,Compartida
952,Compartida
953,Individual
954,Individual
955,Compartida
956,Compartida
957,Compartida
958,Compartida
959,Individual
960,Compartida
961,Individual
962,Compartida
963,Compartida
964,Individual
965,Compartida
966,Compartida
967,Individual
968,Compartida
969,Compartida
970,Individual
971,Compartida
972,Compartida
973,Compartida
974,Compartida
975,Compartida
976,Compartida
977,Individual
978,Individual
979,Compartida
980,Individual
981,Compartida
982,Compartida
983,Compartida
984,Compartida
985,Compartida
986,Compartida
987,Compartida
988,Compartida
989,Compartida
990,Compartida
991,Individual
992,Individual
993,Compartida
994,Compartida
995,Compartida
996,Compartida
997,Compartida
998,Compartida
999,Individual
1000,Individual
1001,Compartida
1002,Individual
1003,Individual
1004,Individual
1005,Individual
1006,Compartida
1007,Individual
1008,Individual
1009,Compartida
1010,Compartida
1011,Individual
1012,Individual
1013,Individual
1014,Individual
1015,Compartida
1016,Compartida
1017,Individual
1018,Compartida
1019,Individual
1020,Individual
1021,Individual
1022,Individual
1023,Compartida
1024,Individual
1025,Individual
1026,Compartida
1027,Compartida
1028,Individual
1029,Compartida
1030,Individual
1031,Individual
1032,Compartida
1033,Compartida
1034,Individual
1035,Compartida
1036,Individual
1037,Compartida
1038,Individual
1039,Compartida
1040,Compartida
1041,Individual
1042,Individual
1043,Compartida
1044,Individual
1045,Individual
1046,Compartida
1047,Individual
1048,Compartida
1049,Individual
1050,Compartida
1051,Individual
1052,Individual
1053,Individual
1054,Compartida
1055,Individual
1056,Individual
1057,Individual
1058,Individual
1059,Individual
1060,Individual
1061,Compartida
1062,Compartida
1063,Individual
1064,Individual
1065,Compartida
1066,Individual
1067,Individual
1068,Individual
1069,Compartida
1070,Individual
1071,Individual
1072,Individual
1073,Individual
1074,Compartida
1075,Compartida
1076,Compartida
1077,Compartida
1078,Individual
1079,Individual
1080,Individual
1081,Individual
1082,Compartida
1083,Compartida
1084,Individual
1085,Compartida
1086,Compartida
1087,Compartida
1088,Individual
1089,Individual
1090,Individual
1091,Compartida
1092,Individual
1093,Individual
1094,Individual
1095,Individual
1096,Compartida
1097,Individual
1098,Individual
1099,Individual
1100,Individual
1101,Individual
1102,Individual
1103,Compartida
1104,Compartida
1105,Individual
1106,Individual
1107,Compartida
1108,Compartida
1109,Compartida
1110,Compartida
1111,Compartida
1112,Individual
1113,Individual
1114,Individual
1115,Individual
1116,Compartida
1117,Individual
1118,Individual
1119,Compartida
1120,Compartida
1121,Individual
1122,Individual
1123,Compartida
1124,Compartida
1125,Individual
1126,Compartida
1127,Individual
1128,Compartida
1129,Compartida
1130,Compartida
1131,Compartida
1132,Compartida
1133,Individual
1134,Compartida
1135,Compartida
1136,Individual
1137,Compartida
1138,Individual
1139,Compartida
1140,Individual
1141,Compartida
1142,Individual
1143,Compartida
1144,Compartida
1145,Compartida
1146,Compartida
1147,Individual
1148,Individual
1149,Individual
1150,Individual
1151,Compartida
1152,Individual
1153,Individual
1154,Compartida
1155,Individual
1156,Individual
1157,Compartida
1158,Individual
1159,Individual
1160,Compartida
1161,Individual
1162,Individual
1163,Compartida
1164,Individual
1165,Compartida
1166,Individual
1167,Individual
1168,Individual
1169,Compartida
1170,Individual
1171,Compartida
1172,Compartida
1173,Individual
1174,Individual
1175,Compartida
1176,Compartida
1177,Compartida
1178,Individual
1179,Compartida
1180,Compartida
1181,Individual
1182,Individual
1183,Individual
1184,Compartida
1185,Compartida
1186,Compartida
1187,Compartida
1188,Compartida
1189,Individual
1190,Individual
1191,Compartida
1192,Compartida
1193,Compartida
1194,Individual
1195,Compartida
1196,Individual
1197,Individual
1198,Compartida
1199,Compartida
1200,Individual
1201,Compartida
1202,Individual
1203,Individual
1204,Compartida
1205,Individual
1206,Individual
1207,Individual
1208,Individual
1209,Compartida
1210,Compartida
1211,Individual
1212,Individual
1213,Compartida
1214,Compartida
1215,Individual
1216,Individual
1217,Individual
1218,Compartida
1219,Individual
1220,Compartida
1221,Individual
1222,Individual
1223,Compartida
1224,Individual
1225,Compartida
1226,Individual
1227,Compartida
1228,Compartida
1229,Individual
1230,Compartida
1231,Compartida
1232,Compartida
1233,Compartida
1234,Compartida
1235,Individual
1236,Individual
1237,Individual
1238,Compartida
1239,Compartida
1240,Individual
1241,Individual
1242,Individual
1243,Compartida
1244,Compartida
1245,Compartida
1246,Individual
1247,Individual
1248,Compartida
1249,Compartida
1250,Compartida
1251,Individual
1252,Individual
1253,Compartida
1254,Compartida
1255,Individual
1256,Compartida
1257,Compartida
1258,Individual
1259,Individual
1260,Compartida
1261,Individual
1262,Compartida
1263,Compartida
1264,Compartida
1265,Compartida
1266,Compartida
1267,Individual
1268,Individual
1269,Compartida
1270,Individual
1271,Compartida
1272,Individual
1273,Individual
1274,Individual
1275,Compartida
1276,Compartida
1277,Compartida
1278,Individual
1279,Individual
1280,Individual
1281,Individual
1282,Compartida
1283,Compartida
1284,Compartida
1285,Compartida
1286,Individual
1287,Compartida
1288,Compartida
1289,Compartida
1290,Individual
1291,Compartida
1292,Individual
1293,Compartida
1294,Compartida
1295,Individual
1296,Individual
1297,Individual
1298,Individual
1299,Individual
1300,Compartida
1301,Individual
1302,Compartida
1303,Compartida
1304,Individual
1305,Compartida
1306,Compartida
1307,Compartida
1308,Individual
1309,Individual
1310,Individual
1311,Compartida
1312,Compartida
1313,Compartida
1314,Compartida
1315,Compartida
1316,Individual
1317,Individual
1318,Individual
1319,Compartida
1320,Compartida
1321,Compartida
1322,Individual
1323,Individual
1324,Individual
1325,Individual
1326,Compartida
1327,Individual
1328,Individual
1329,Individual
1330,Compartida
1331,Compartida
1332,Individual
1333,Compartida
1334,Compartida
1335,Compartida
1336,Compartida
1337,Compartida
1338,Individual
1339,Individual
1340,Individual
1341,Compartida
1342,Compartida
1343,Compartida
1344,Individual
1345,Compartida
1346,Individual
1347,Compartida
1348,Individual
1349,Compartida
1350,Compartida
1351,Compartida
1352,Compartida
1353,Individual
1354,Individual
1355,Individual
1356,Individual
1357,Individual
1358,Individual
1359,Compartida
1360,Individual
1361,Individual
1362,Compartida
1363,Compartida
1364,Individual
1365,Compartida
1366,Individual
1367,Individual
1368,Individual
1369,Compartida
1370,Individual
1371,Compartida
1372,Individual
1373,Individual
1374,Individual
1375,Individual
1376,Compartida
1377,Individual
1378,Individual
1379,Individual
1380,Individual
1381,Individual
1382,Compartida
1383,Compartida
1384,Compartida
1385,Individual
1386,Compartida
1387,Compartida
1388,Individual
1389,Compartida
1390,Individual
1391,Compartida
1392,Compartida
1393,Individual
1394,Individual
1395,Compartida
1396,Individual
1397,Compartida
1398,Compartida
1399,Individual
1400,Individual
1401,Compartida
1402,Compartida
1403,Compartida
1404,Individual
1405,Individual
1406,Individual
1407,Compartida
1408,Individual
1409,Compartida
1410,Compartida
1411,Individual
1412,Compartida
1413,Individual
1414,Individual
1415,Compartida
1416,Compartida
1417,Individual
1418,Individual
1419,Individual
1420,Individual
1421,Compartida
1422,Individual
1423,Compartida
1424,Individual
1425,Individual
1426,Compartida
1427,Compartida
1428,Compartida
1429,Individual
1430,Individual
1431,Compartida
1432,Individual
1433,Compartida
1434,Individual
1435,Individual
1436,Compartida
1437,Compartida
1438,Individual
1439,Individual
1440,Compartida
1441,Individual
1442,Individual
1443,Compartida
1444,Individual
1445,Individual
1446,Individual
1447,Compartida
1448,Compartida
1449,Individual
1450,Compartida
1451,Compartida
1452,Compartida
1453,Individual
1454,Compartida
1455,Individual
1456,Individual
1457,Compartida
1458,Compartida
1459,Compartida
1460,Compartida
1461,Individual
1462,Compartida
1463,Compartida
1464,Compartida
1465,Compartida
1466,Compartida
1467,Individual
1468,Compartida
1469,Compartida
1470,Individual
1471,Individual
1472,Individual
1473,Compartida
1474,Compartida
1475,Individual
1476,Compartida
1477,Compartida
1478,Individual
1479,Individual
1480,Compartida
1481,Individual
1482,Individual
1483,Individual
1484,Compartida
1485,Compartida
1486,Individual
1487,Compartida
1488,Individual
1489,Compartida
1490,Compartida
1491,Individual
1492,Individual
1493,Individual
1494,Compartida
1495,Individual
1496,Individual
1497,Individual
1498,Individual
1499,Compartida
1500,Individual
1501,Individual
1502,Individual
1503,Individual
1504,Compartida
1505,Compartida
1506,Individual
1507,Individual
1508,Individual
1509,Compartida
1510,Individual
1511,Individual
1512,Compartida
1513,Individual
1514,Individual
1515,Individual
1516,Compartida
1517,Individual
1518,Individual
1519,Compartida
1520,Individual
1521,Individual
1522,Compartida
1523,Individual
1524,Compartida
1525,Individual
1526,Individual
1527,Individual
1528,Individual
1529,Individual
1530,Individual
1531,Individual
1532,Individual
1533,Individual
1534,Individual
1535,Individual
1536,Individual
1537,Individual
1538,Compartida
1539,Compartida
1540,Individual
1541,Individual
1542,Individual
1543,Individual
1544,Compartida
1545,Individual
1546,Compartida
1547,Individual
1548,Individual
1549,Compartida
1550,Compartida
1551,Individual
1552,Individual
1553,Individual
1554,Individual
1555,Compartida
1556,Individual
1557,Individual
1558,Compartida
1559,Compartida
1560,Individual
1561,Compartida
1562,Individual
1563,Individual
1564,Compartida
1565,Compartida
1566,Compartida
1567,Compartida
1568,Compartida
1569,Individual
1570,Compartida
1571,Individual
1572,Compartida
1573,Compartida
1574,Individual
1575,Compartida
1576,Individual
1577,Individual
1578,Compartida
1579,Compartida
1580,Individual
1581,Compartida
1582,Individual
1583,Compartida
1584,Individual
1585,Individual
1586,Individual
1587,Compartida
1588,Compartida
1589,Compartida
1590,Individual
1591,Compartida
1592,Individual
1593,Individual
1594,Compartida
1595,Individual
1596,Compartida
1597,Individual
1598,Compartida
1599,Compartida
1600,Individual
1601,Individual
1602,Individual
1603,Individual
1604,Compartida
1605,Individual
1606,Compartida
1607,Individual
1608,Compartida
1609,Individual
1610,Individual
1611,Compartida
1612,Compartida
1613,Compartida
1614,Compartida
1615,Individual
1616,Individual
1617,Compartida
1618,Individual
1619,Compartida
1620,Individual
1621,Individual
1622,Individual
1623,Individual
1624,Individual
1625,Compartida
1626,Individual
1627,Individual
1628,Compartida
1629,Individual
1630,Compartida
1631,Individual
1632,Individual
1633,Compartida
1634,Individual
1635,Individual
1636,Individual
1637,Compartida
1638,Individual
1639,Individual
1640,Individual
1641,Compartida
1642,Compartida
1643,Compartida
1644,Individual
1645,Compartida
1646,Individual
1647,Compartida
1648,Compartida
1649,Individual
1650,Individual
1651,Compartida
1652,Compartida
1653,Individual
1654,Individual
1655,Compartida
1656,Individual
1657,Individual
1658,Individual
1659,Individual
1660,Compartida
1661,Individual
1662,Compartida
1663,Compartida
1664,Compartida
1665,Compartida
1666,Compartida
1667,Individual
1668,Individual
1669,Compartida
1670,Compartida
1671,Compartida
1672,Compartida
1673,Compartida
1674,Individual
1675,Individual
1676,Compartida
1677,Compartida
1678,Compartida
1679,Individual
1680,Individual
1681,Compartida
1682,Individual
1683,Individual
1684,Individual
1685,Compartida
1686,Individual
1687,Individual
1688,Compartida
1689,Compartida
1690,Compartida
1691,Individual
1692,Individual
1693,Compartida
1694,Individual
1695,Individual
1696,Compartida
1697,Individual
1698,Compartida
1699,Individual
1700,Compartida
1701,Compartida
1702,Individual
1703,Compartida
1704,Compartida
1705,Compartida
1706,Compartida
1707,Individual
1708,Compartida
1709,Compartida
1710,Individual
1711,Individual
1712,Compartida
1713,Individual
1714,Individual
1715,Compartida
1716,Individual
1717,Compartida
1718,Compartida
1719,Compartida
1720,Compartida
1721,Compartida
1722,Compartida
1723,Individual
1724,Individual
1725,Compartida
1726,Compartida
1727,Individual
1728,Compartida
1729,Individual
1730,Individual
1731,Compartida
1732,Compartida
1733,Compartida
1734,Compartida
1735,Individual
1736,Compartida
1737,Compartida
1738,Individual
1739,Compartida
1740,Individual
1741,Compartida
1742,Compartida
1743,Individual
1744,Individual
1745,Compartida
1746,Compartida
1747,Individual
1748,Compartida
1749,Individual
1750,Individual
1751,Individual
1752,Individual
1753,Individual
1754,Individual
1755,Individual
1756,Individual
1757,Compartida
1758,Individual
1759,Individual
1760,Individual
1761,Compartida
1762,Individual
1763,Individual
1764,Compartida
1765,Compartida
1766,Compartida
1767,Individual
1768,Compartida
1769,Compartida
1770,Individual
1771,Individual
1772,Individual
1773,Compartida
1774,Individual
1775,Compartida
1776,Individual
1777,Compartida
1778,Individual
1779,Compartida
1780,Compartida
1781,Individual
1782,Individual
1783,Individual
1784,Compartida
1785,Compartida
1786,Compartida
1787,Individual
1788,Individual
1789,Compartida
1790,Compartida
1791,Individual
1792,Compartida
1793,Individual
1794,Compartida
1795,Compartida
1796,Compartida
1797,Individual
1798,Individual
1799,Compartida
1800,Individual
1801,Individual
1802,Individual
1803,Individual
1804,Individual
1805,Compartida
1806,Compartida
1807,Individual
1808,Compartida
1809,Compartida
1810,Compartida
1811,Compartida
1812,Compartida
1813,Individual
1814,Compartida
1815,Individual
1816,Compartida
1817,Individual
1818,Compartida
1819,Compartida
1820,Compartida
1821,Individual
1822,Compartida
1823,Compartida
1824,Compartida
1825,Individual
1826,Compartida
1827,Individual
1828,Compartida
1829,Individual
1830,Compartida
1831,Individual
1832,Compartida
1833,Compartida
1834,Compartida
1835,Individual
1836,Compartida
1837,Individual
1838,Compartida
1839,Individual
1840,Individual
1841,Compartida
1842,Compartida
1843,Individual
1844,Individual
1845,Compartida
1846,Compartida
1847,Compartida
1848,Individual
1849,Individual
1850,Individual
1851,Compartida
1852,Individual
1853,Individual
1854,Individual
1855,Individual
1856,Individual
1857,Individual
1858,Compartida
1859,Individual
1860,Individual
1861,Individual
1862,Compartida
1863,Compartida
1864,Compartida
1865,Individual
1866,Individual
1867,Individual
1868,Compartida
1869,Compartida
1870,Individual
1871,Compartida
1872,Individual
1873,Compartida
1874,Compartida
1875,Individual
1876,Individual
1877,Compartida
1878,Compartida
1879,Compartida
1880,Individual
1881,Individual
1882,Individual
1883,Individual
1884,Compartida
1885,Compartida
1886,Compartida
1887,Compartida
1888,Individual
1889,Individual
1890,Individual
1891,Compartida
1892,Compartida
1893,Individual
1894,Compartida
1895,Compartida
1896,Individual
1897,Individual
1898,Compartida
1899,Compartida
1900,Compartida
1901,Compartida
1902,Compartida
1903,Individual
1904,Compartida
1905,Compartida
1906,Individual
1907,Individual
1908,Individual
1909,Compartida
1910,Compartida
1911,Individual
1912,Individual
1913,Individual
1914,Compartida
1915,Compartida
1916,Individual
1917,Individual
1918,Compartida
1919,Individual
1920,Individual
1921,Compartida
1922,Compartida
1923,Compartida
1924,Compartida
1925,Individual
1926,Compartida
1927,Individual
1928,Individual
1929,Individual
1930,Compartida
1931,Individual
1932,Individual
1933,Individual
1934,Compartida
1935,Individual
1936,Compartida
1937,Compartida
1938,Compartida
1939,Individual
1940,Compartida
1941,Individual
1942,Compartida
1943,Individual
1944,Compartida
1945,Compartida
1946,Individual
1947,Individual
1948,Individual
1949,Compartida
1950,Compartida
1951,Compartida
1952,Compartida
1953,Compartida
1954,Compartida
1955,Compartida
1956,Compartida
1957,Compartida
1958,Compartida
1959,Compartida
1960,Compartida
1961,Individual
1962,Individual
1963,Individual
1964,Compartida
1965,Individual
1966,Individual
1967,Compartida
1968,Compartida
1969,Compartida
1970,Individual
1971,Individual
1972,Compartida
1973,Individual
1974,Compartida
1975,Compartida
1976,Individual
1977,Individual
1978,Individual
1979,Compartida
1980,Individual
1981,Compartida
1982,Individual
1983,Compartida
1984,Individual
1985,Compartida
1986,Individual
1987,Individual
1988,Individual
1989,Compartida
1990,Individual
1991,Individual
1992,Compartida
1993,Compartida
1994,Compartida
1995,Individual
1996,Compartida
1997,Compartida
