idMiembroActivo,carnet,tipo
481,200677315,Empleado
482,201787379,Profesor titular
483,201013919,Profesor titular
484,200067614,Profesor visitante
485,201970423,Profesor titular
486,201892936,Estudiante
487,200769707,Empleado
488,202164214,Profesor titular
489,200499754,Estudiante
490,200695995,Estudiante
491,200828276,Estudiante
492,201173493,Estudiante
493,202233568,Profesor visitante
494,202156564,Empleado
495,201744247,Profesor titular
496,202303432,Estudiante
497,201623021,Profesor titular
498,201251380,Empleado
499,200383291,Profesor titular
500,201629559,Estudiante
501,200042488,Estudiante
502,202052794,Profesor visitante
503,200817566,Profesor titular
504,201807011,Profesor titular
505,200737962,Profesor visitante
506,202171716,Empleado
507,201210507,Profesor visitante
508,201180620,Empleado
509,201380693,Estudiante
510,202101132,Profesor visitante
511,200188373,Empleado
512,200560947,Profesor visitante
513,200826538,Profesor visitante
514,201471964,Profesor titular
515,200889547,Estudiante
516,200192273,Profesor visitante
517,201903588,Profesor titular
518,200966601,Profesor visitante
519,200814223,Estudiante
520,202270612,Estudiante
521,200521922,Estudiante
522,200472947,Profesor visitante
523,200355998,Profesor visitante
524,201232243,Profesor visitante
525,201457831,Empleado
526,200683710,Profesor visitante
527,200307898,Profesor visitante
528,200742145,Estudiante
529,202278771,Estudiante
530,201805091,Profesor visitante
531,201893928,Profesor visitante
532,200535945,Estudiante
533,201018605,Profesor titular
534,200477884,Empleado
535,202243324,Empleado
536,201136817,Estudiante
537,201535584,Estudiante
538,200600740,Estudiante
539,201229663,Empleado
540,201009571,Empleado
541,200802833,Profesor titular
542,200647285,Estudiante
543,200651757,Empleado
544,200975255,Empleado
545,201540147,Estudiante
546,200461748,Profesor visitante
547,201490752,Empleado
548,201937904,Profesor titular
549,200394845,Profesor visitante
550,200737600,Empleado
551,200825587,Profesor visitante
552,201477425,Profesor titular
553,200471084,Estudiante
554,200371671,Empleado
555,202076464,Estudiante
556,200910570,Estudiante
557,201484170,Profesor titular
558,202300041,Empleado
559,201912135,Profesor titular
560,200759624,Profesor titular
561,200877562,Profesor visitante
562,201353321,Empleado
563,201443082,Profesor titular
564,200460967,Profesor visitante
565,201294574,Empleado
566,202245026,Estudiante
567,202140723,Empleado
568,200939844,Profesor titular
569,201415089,Profesor titular
570,201767325,Empleado
571,200023735,Profesor titular
572,201942490,Profesor visitante
573,202039473,Profesor visitante
574,200156173,Empleado
575,201124991,Estudiante
576,201524438,Profesor visitante
577,200350699,Profesor visitante
578,202036294,Estudiante
579,201470530,Profesor titular
580,201806933,Estudiante
581,201251614,Estudiante
582,201422023,Profesor titular
583,200686554,Profesor titular
584,202148248,Profesor titular
585,201851629,Empleado
586,202146240,Empleado
587,200975460,Estudiante
588,201227053,Empleado
589,201998004,Estudiante
590,200258190,Estudiante
591,201488196,Empleado
592,201583012,Profesor visitante
593,201982570,Empleado
594,200206292,Profesor titular
595,202313698,Estudiante
596,200209109,Estudiante
597,202166109,Profesor visitante
598,201335419,Profesor visitante
599,200771147,Profesor visitante
600,200938839,Estudiante
601,200538755,Profesor titular
602,200311592,Profesor visitante
603,201466082,Profesor titular
604,200526560,Profesor visitante
605,202131623,Estudiante
606,201184327,Profesor titular
607,201158235,Profesor titular
608,200453679,Profesor titular
609,200094292,Empleado
610,201955010,Profesor titular
611,201284868,Estudiante
612,201816515,Estudiante
613,201207681,Estudiante
614,200009928,Profesor titular
615,201631880,Profesor visitante
616,200282595,Estudiante
617,200187561,Profesor titular
618,200099664,Estudiante
619,202246007,Empleado
620,200675271,Profesor visitante
621,200786373,Profesor visitante
622,202042926,Empleado
623,200976547,Estudiante
624,200862810,Profesor titular
625,201775057,Estudiante
626,201017086,Profesor visitante
627,201823286,Profesor titular
628,200325768,Estudiante
629,202134419,Profesor visitante
630,200437050,Estudiante
631,200737676,Profesor visitante
632,201592398,Estudiante
633,202115343,Profesor visitante
634,201341189,Empleado
635,201857614,Estudiante
636,200773478,Empleado
637,200288859,Profesor titular
638,202096903,Profesor visitante
639,202094305,Empleado
640,200594309,Profesor titular
641,201398019,Empleado
642,201078721,Estudiante
643,201904143,Estudiante
644,201644592,Estudiante
645,200532141,Profesor titular
646,200060823,Profesor visitante
647,201221113,Empleado
648,200362297,Estudiante
649,201912467,Profesor titular
650,200182671,Empleado
651,200784377,Profesor titular
652,200293167,Profesor titular
653,200765729,Profesor titular
654,201574976,Empleado
655,201498679,Profesor visitante
656,200365759,Estudiante
657,202299280,Estudiante
658,202005359,Profesor titular
659,201247522,Profesor titular
660,200084134,Empleado
661,202013022,Profesor titular
662,201000026,Estudiante
663,201406079,Empleado
664,202288131,Profesor titular
665,201774950,Profesor titular
666,202296211,Empleado
667,201285910,Estudiante
668,200177596,Profesor visitante
669,201893003,Empleado
670,201608055,Profesor titular
671,200133270,Estudiante
672,202217411,Estudiante
673,201905455,Estudiante
674,200399503,Estudiante
675,200082765,Estudiante
676,200002613,Profesor titular
677,200052801,Profesor visitante
678,200473329,Estudiante
679,200384728,Profesor titular
680,200598639,Empleado
681,202079896,Profesor visitante
682,201147636,Profesor visitante
683,200877353,Profesor visitante
684,200088482,Estudiante
685,201555275,Profesor titular
686,201936179,Empleado
687,200015116,Empleado
688,200279735,Estudiante
689,200182653,Estudiante
690,200961727,Profesor titular
691,201362784,Profesor titular
692,201110390,Estudiante
693,200178994,Estudiante
694,202247513,Empleado
695,201065301,Empleado
696,200744119,Profesor titular
697,202159419,Profesor visitante
698,201964395,Profesor visitante
699,200192747,Profesor titular
700,201117004,Estudiante
701,201340335,Profesor titular
702,201548663,Estudiante
703,200065590,Profesor titular
704,201293770,Profesor visitante
705,200806831,Profesor titular
706,201796968,Estudiante
707,202044152,Empleado
708,201810737,Profesor titular
709,200216292,Estudiante
710,200920420,Estudiante
711,200549208,Profesor visitante
712,200736057,Profesor visitante
713,200248171,Profesor visitante
714,200144527,Profesor visitante
715,200144463,Profesor titular
716,201510315,Estudiante
717,200157098,Profesor visitante
718,202022435,Empleado
719,200926868,Estudiante
720,201945471,Estudiante
721,202115634,Empleado
722,202195386,Empleado
723,200810811,Profesor titular
724,201426419,Profesor titular
725,201313030,Estudiante
726,201446612,Empleado
727,201893495,Profesor visitante
728,200730004,Profesor visitante
729,200447290,Profesor visitante
730,201125754,Estudiante
731,200037106,Estudiante
732,202222686,Profesor titular
733,200059812,Profesor visitante
734,201655913,Profesor titular
735,201562397,Profesor titular
736,200296806,Profesor titular
737,200675868,Estudiante
738,200397155,Estudiante
739,201913962,Profesor titular
740,202045332,Estudiante
741,202253926,Empleado
742,201804766,Empleado
743,200734572,Profesor visitante
744,201829621,Empleado
745,201936904,Estudiante
746,200946955,Empleado
747,200681472,Empleado
748,201253720,Profesor titular
749,201072410,Profesor titular
750,202163070,Estudiante
751,201931232,Estudiante
752,200609051,Profesor visitante
753,202086547,Estudiante
754,200140547,Profesor visitante
755,201234191,Empleado
756,202169783,Profesor titular
757,200775365,Empleado
758,201375509,Empleado
759,201862959,Estudiante
760,202224811,Empleado
761,200903898,Profesor visitante
762,201277470,Empleado
763,200698195,Estudiante
764,200966916,Profesor titular
765,200627341,Empleado
766,201555668,Profesor titular
767,200347108,Empleado
768,200508806,Profesor titular
769,201635309,Profesor titular
770,200514566,Empleado
771,200092954,Estudiante
772,200969381,Profesor titular
773,200972808,Estudiante
774,202043228,Estudiante
775,201940448,Estudiante
776,201459002,Profesor titular
777,201313725,Profesor titular
778,201522342,Profesor visitante
779,202178803,Profesor titular
780,201290009,Profesor visitante
781,201097415,Empleado
782,200121591,Profesor visitante
783,201929012,Profesor titular
784,200382505,Empleado
785,201873020,Profesor titular
786,200732922,Empleado
787,200543875,Estudiante
788,202022296,Profesor visitante
789,202152267,Profesor visitante
790,201436524,Estudiante
791,200465683,Profesor titular
792,201118604,Empleado
793,200497309,Empleado
794,200733403,Empleado
795,200631005,Profesor visitante
796,200625917,Estudiante
797,201247629,Profesor titular
798,202105578,Profesor visitante
799,200360208,Empleado
800,201212842,Empleado
801,201536123,Empleado
802,201140351,Profesor titular
803,200871293,Estudiante
804,200103865,Profesor visitante
805,201190211,Estudiante
806,200163895,Profesor titular
807,200867050,Profesor titular
808,201627866,Empleado
809,200498893,Empleado
810,200611184,Empleado
811,201813597,Profesor visitante
812,201881371,Profesor visitante
813,201178014,Empleado
814,200214913,Estudiante
815,201475834,Profesor titular
816,202068157,Profesor visitante
817,201109154,Empleado
818,200643720,Profesor visitante
819,200630938,Empleado
820,202255914,Empleado
821,200054918,Estudiante
822,200481416,Profesor visitante
823,200705322,Empleado
824,201915052,Profesor titular
825,202212517,Profesor titular
826,201199043,Estudiante
827,202146444,Empleado
828,200185885,Profesor visitante
829,202299502,Profesor titular
830,201908723,Profesor titular
831,200947417,Profesor titular
832,201604245,Profesor titular
833,201479694,Profesor visitante
834,201242936,Estudiante
835,200839600,Empleado
836,201370807,Estudiante
837,201162265,Profesor titular
838,200927723,Profesor visitante
839,202240750,Profesor titular
840,201884339,Empleado
841,201629012,Estudiante
842,200154303,Profesor titular
843,200812959,Profesor titular
844,201986891,Profesor titular
845,200396578,Estudiante
846,202006048,Profesor titular
847,201689274,Profesor titular
848,201230349,Profesor titular
849,201686662,Profesor titular
850,201322481,Profesor visitante
851,200375880,Profesor visitante
852,202301460,Empleado
853,200849811,Estudiante
854,200256525,Profesor titular
855,200105280,Empleado
856,201991093,Profesor visitante
857,202130303,Profesor titular
858,200673403,Empleado
859,201264493,Profesor visitante
860,202161516,Empleado
861,201931229,Empleado
862,201908740,Profesor visitante
863,200712573,Empleado
864,201899566,Empleado
865,201985046,Estudiante
866,201440326,Profesor titular
867,200329936,Estudiante
868,200413597,Estudiante
869,201699168,Profesor titular
870,202096182,Empleado
871,201870140,Profesor visitante
872,202286007,Profesor titular
873,201855161,Estudiante
874,201188051,Profesor titular
875,200498021,Empleado
876,202081799,Profesor titular
877,202135281,Empleado
878,200233980,Empleado
879,200903205,Estudiante
880,200166696,Empleado
881,200493251,Empleado
882,200993695,Profesor visitante
883,200049670,Profesor visitante
884,202238272,Empleado
885,201914853,Profesor visitante
886,201976631,Profesor titular
887,200423281,Estudiante
888,201326712,Empleado
889,202149350,Profesor titular
890,200632919,Estudiante
891,201276254,Profesor titular
892,201321881,Profesor visitante
893,200539364,Estudiante
894,201161443,Profesor visitante
895,202223303,Profesor visitante
896,200647574,Empleado
897,202185020,Empleado
898,201578545,Profesor visitante
899,200761995,Profesor visitante
900,201580027,Estudiante
901,200894232,Profesor visitante
902,200384841,Estudiante
903,201453634,Profesor visitante
904,202002316,Profesor visitante
905,200590941,Estudiante
906,201324980,Estudiante
907,201662165,Profesor visitante
908,201175368,Estudiante
909,202279159,Estudiante
910,201738433,Profesor titular
911,200460947,Profesor visitante
912,201789975,Profesor visitante
913,202078040,Profesor titular
914,201345243,Empleado
915,200403328,Profesor visitante
916,200489721,Empleado
917,201672212,Profesor titular
918,200653063,Empleado
919,201101953,Estudiante
920,202302138,Profesor titular
921,201437629,Empleado
922,200391341,Empleado
923,201442872,Profesor visitante
924,201130613,Estudiante
925,202248072,Profesor titular
926,201328357,Estudiante
927,201762668,Estudiante
928,200441350,Profesor titular
929,202163077,Estudiante
930,201573574,Empleado
931,201347672,Profesor visitante
932,200119035,Empleado
933,201541690,Empleado
934,200976031,Profesor visitante
935,201896337,Profesor visitante
936,200555645,Profesor visitante
937,201096090,Estudiante
938,201229198,Profesor titular
939,200373238,Empleado
940,202017546,Profesor titular
941,200997767,Estudiante
942,201638529,Profesor titular
943,200255123,Profesor titular
944,202279856,Estudiante
945,201836837,Profesor titular
946,201898623,Profesor titular
947,201452994,Profesor titular
948,201185997,Profesor visitante
949,200833234,Profesor visitante
950,200065647,Profesor visitante
951,201635214,Estudiante
952,201997233,Profesor titular
953,201785038,Empleado
954,200962537,Profesor titular
955,200210470,Estudiante
956,202201102,Estudiante
957,200971643,Profesor titular
958,200263233,Profesor visitante
959,200284168,Estudiante
960,200142041,Empleado
961,200694934,Empleado
962,201562342,Empleado
963,200661051,Profesor titular
964,202172251,Profesor titular
965,201547178,Profesor visitante
966,200352546,Profesor visitante
967,201346458,Empleado
968,200958338,Empleado
969,200578611,Profesor titular
970,200213254,Profesor titular
971,201264021,Estudiante
972,200557544,Profesor visitante
973,200410858,Estudiante
974,201570245,Estudiante
975,200121010,Profesor visitante
976,201048917,Empleado
977,201998072,Estudiante
978,201302728,Profesor titular
979,201379675,Profesor visitante
980,201405901,Empleado
981,200701259,Profesor titular
982,202016734,Profesor visitante
983,200852325,Estudiante
984,201765299,Empleado
985,200805268,Estudiante
986,200905555,Empleado
987,200625093,Empleado
988,201041849,Profesor titular
989,201164877,Empleado
990,200804380,Estudiante
991,200701754,Empleado
992,200255210,Estudiante
993,201627065,Profesor titular
994,200970199,Estudiante
995,200112661,Profesor titular
996,200850480,Empleado
997,202168852,Profesor titular
998,201532953,Profesor titular
999,200248685,Profesor visitante
1000,200409300,Empleado
1001,201601002,Estudiante
1002,200729114,Profesor titular
1003,200033093,Profesor titular
1004,200742171,Estudiante
1005,202302005,Profesor titular
1006,200276822,Profesor titular
1007,202107714,Profesor titular
1008,201410552,Estudiante
1009,202290157,Empleado
1010,201979650,Empleado
1011,201188985,Estudiante
1012,200069339,Estudiante
1013,200012432,Empleado
1014,200956851,Profesor visitante
1015,201258548,Estudiante
1016,201319623,Estudiante
1017,201843654,Profesor titular
1018,200217988,Empleado
1019,201286969,Estudiante
1020,201378673,Estudiante
1021,201191037,Estudiante
1022,200110087,Empleado
1023,202043095,Profesor visitante
1024,202107305,Estudiante
1025,200083782,Estudiante
1026,201218306,Empleado
1027,200095986,Estudiante
1028,201730949,Empleado
1029,202115314,Empleado
1030,200349977,Profesor visitante
1031,200020812,Empleado
1032,200000506,Estudiante
1033,200560415,Estudiante
1034,201631405,Profesor visitante
1035,202138916,Profesor titular
1036,201871272,Estudiante
1037,202102867,Empleado
1038,200058017,Empleado
1039,201688532,Empleado
1040,201306965,Profesor visitante
1041,201516339,Profesor titular
1042,201265199,Profesor titular
1043,200898551,Estudiante
1044,201193926,Profesor visitante
1045,200818606,Profesor titular
1046,201728595,Profesor titular
1047,201971276,Empleado
1048,200397160,Profesor titular
1049,202156024,Empleado
1050,200363257,Profesor visitante
1051,202002392,Profesor titular
1052,200957416,Empleado
1053,200479449,Empleado
1054,201569768,Profesor visitante
1055,201249578,Profesor titular
1056,201304458,Empleado
1057,201854859,Profesor visitante
1058,200404780,Empleado
1059,201978330,Profesor visitante
1060,200934924,Profesor titular
1061,202087171,Profesor titular
1062,200606760,Empleado
1063,200119497,Empleado
1064,200959359,Profesor titular
1065,202166543,Profesor visitante
1066,202238568,Profesor titular
1067,202114226,Profesor visitante
1068,201641574,Estudiante
1069,201947480,Profesor visitante
1070,200122479,Profesor titular
1071,201818361,Profesor visitante
1072,200678416,Estudiante
1073,200550123,Estudiante
1074,201278783,Profesor visitante
1075,202307095,Profesor visitante
1076,202220012,Estudiante
1077,200433312,Estudiante
1078,202300614,Estudiante
1079,200142067,Empleado
1080,201408873,Empleado
1081,201084538,Estudiante
1082,200180206,Empleado
1083,201281385,Estudiante
1084,200541296,Profesor titular
1085,201628943,Estudiante
1086,201250770,Empleado
1087,200811290,Estudiante
1088,201324935,Profesor visitante
1089,201655962,Profesor titular
1090,201086874,Profesor visitante
1091,202284169,Empleado
1092,201176273,Empleado
1093,201189687,Empleado
1094,200560779,Profesor visitante
1095,200380846,Profesor titular
1096,201131714,Empleado
1097,200343976,Profesor visitante
1098,200276878,Empleado
1099,200237292,Estudiante
1100,200847504,Profesor visitante
1101,200326936,Profesor titular
1102,201314656,Empleado
1103,202106735,Profesor titular
1104,200894034,Profesor titular
1105,200831841,Estudiante
1106,200445444,Profesor titular
1107,201410381,Profesor visitante
