idServicio,nombre,costo
214,Spa,293263
215,Gimnasio,273155
216,Turco,216328
217,Piscina,21055
218,Gimnasio,436374
219,Sauna,436824
220,Piscina,344544
221,Sauna,193896
222,Gimnasio,388728
223,Spa,222740
224,Piscina,163885
225,Gimnasio,392689
226,Comida,314431
227,Spa,198663
228,Sauna,197394
229,Turco,213810
230,Cocina,481839
231,Comida,191192
232,Gimnasio,251361
233,Cocina,78626
234,Sauna,181415
235,Sauna,165866
236,Gimnasio,432777
237,Cocina,279426
238,Comida,326511
239,Sauna,297212
240,Piscina,235074
241,Piscina,301851
242,Cocina,8095
243,Sauna,240806
244,Spa,399167
245,Sauna,297646
246,Turco,287554
247,Spa,190656
248,Turco,17419
249,Cocina,23726
250,Sauna,111380
251,Gimnasio,180073
252,Gimnasio,430725
253,Comida,208637
254,Piscina,131255
255,Sauna,63230
256,Spa,356894
257,Piscina,493480
258,Sauna,415498
259,Piscina,10313
260,Piscina,298433
261,Gimnasio,343743
262,Comida,407832
263,Spa,451044
264,Piscina,184983
265,Cocina,292848
266,Cocina,481343
267,Gimnasio,493118
268,Turco,244737
269,Piscina,235591
270,Comida,22507
271,Turco,86786
272,Sauna,197084
273,Comida,209640
274,Piscina,215229
275,Spa,358081
276,Turco,448128
277,Spa,439065
278,Cocina,376322
279,Comida,27481
280,Spa,271809
281,Sauna,136424
282,Gimnasio,124802
283,Sauna,202934
284,Comida,130781
285,Cocina,480065
286,Sauna,247838
287,Turco,330950
288,Gimnasio,223984
289,Comida,76612
290,Spa,12811
291,Sauna,349199
292,Spa,163655
293,Cocina,95938
294,Spa,211136
295,Gimnasio,472974
296,Turco,366360
297,Turco,414016
298,Turco,342965
299,Comida,158741
300,Piscina,354809
301,Comida,322360
302,Piscina,103929
303,Cocina,371063
304,Sauna,362453
305,Piscina,68321
306,Piscina,339789
307,Gimnasio,49522
308,Sauna,100859
309,Turco,481043
310,Cocina,176709
311,Comida,249539
312,Sauna,303620
313,Piscina,255269
314,Turco,313785
315,Comida,193439
316,Sauna,131093
317,Piscina,282262
318,Piscina,288045
319,Piscina,154315
320,Turco,346840
321,Comida,494155
322,Comida,282429
323,Piscina,328301
324,Spa,3787
325,Sauna,182408
326,Gimnasio,300662
327,Sauna,187996
328,Sauna,436800
329,Sauna,57641
330,Comida,127939
331,Gimnasio,43918
332,Cocina,389312
333,Sauna,51696
334,Comida,349529
335,Cocina,333809
336,Comida,465334
337,Piscina,69134
338,Turco,424950
339,Spa,326089
340,Sauna,320983
341,Spa,52253
342,Turco,308491
343,Piscina,384384
344,Gimnasio,352297
345,Sauna,148183
346,Sauna,138962
347,Piscina,166077
348,Sauna,360786
349,Turco,134523
350,Sauna,375175
351,Sauna,457892
352,Spa,290329
353,Piscina,256163
354,Turco,292786
355,Turco,419885
356,Comida,257830
357,Piscina,284308
358,Gimnasio,200168
359,Cocina,121978
360,Piscina,273237
361,Sauna,323910
362,Turco,471879
363,Spa,150510
364,Gimnasio,413342
365,Spa,117520
366,Piscina,232673
367,Spa,223774
368,Piscina,359242
369,Spa,245036
370,Spa,266704
371,Piscina,115637
372,Gimnasio,436064
373,Sauna,458075
374,Turco,232234
375,Gimnasio,443921
376,Sauna,430235
377,Comida,272176
378,Sauna,416934
379,Spa,144458
380,Gimnasio,200113
381,Gimnasio,133223
382,Gimnasio,232155
383,Turco,222656
384,Gimnasio,92776
385,Piscina,481507
386,Comida,168897
387,Comida,309520
388,Piscina,45075
389,Piscina,465265
390,Turco,343857
391,Spa,290009
392,Spa,99737
393,Piscina,396293
394,Comida,340517
395,Spa,433456
396,Piscina,135144
397,Gimnasio,101251
398,Cocina,80819
399,Cocina,390081
400,Piscina,382565
401,Piscina,366190
402,Gimnasio,233391
403,Turco,261659
404,Spa,151029
405,Sauna,274090
406,Cocina,169680
407,Comida,414326
408,Sauna,284397
409,Piscina,343313
410,Piscina,6151
411,Comida,159499
412,Comida,196874
413,Turco,69991
414,Gimnasio,12413
415,Sauna,359559
416,Gimnasio,344147
417,Comida,287230
418,Piscina,163791
419,Cocina,32216
420,Cocina,2925
421,Spa,432235
422,Sauna,115893
423,Piscina,192684
424,Piscina,71766
425,Gimnasio,301264
426,Turco,458262
427,Spa,355020
428,Gimnasio,407925
429,Sauna,15817
430,Spa,318049
431,Spa,107334
432,Sauna,104512
433,Cocina,187669
434,Sauna,171336
435,Spa,67254
436,Cocina,495905
437,Cocina,77860
438,Spa,198891
439,Turco,468152
440,Spa,261678
441,Spa,96942
442,Spa,249137
443,Comida,167523
444,Piscina,117188
445,Comida,58559
446,Spa,208354
447,Gimnasio,236152
448,Cocina,431680
449,Comida,346960
450,Sauna,223655
451,Cocina,64687
452,Comida,287955
453,Spa,178748
454,Sauna,112516
455,Sauna,111537
456,Piscina,466110
457,Spa,85244
458,Comida,116605
459,Sauna,375700
460,Spa,333943
461,Turco,51079
462,Comida,401261
463,Spa,243206
464,Piscina,228278
465,Cocina,351660
466,Comida,400046
467,Gimnasio,409184
468,Piscina,313044
469,Cocina,421750
470,Spa,257061
471,Piscina,430231
472,Turco,496196
473,Piscina,233774
474,Turco,115151
475,Gimnasio,246441
476,Spa,425882
477,Comida,47921
478,Sauna,217982
479,Gimnasio,98585
480,Gimnasio,387041
481,Spa,485138
482,Turco,263891
483,Spa,310224
484,Gimnasio,39848
485,Gimnasio,13004
486,Gimnasio,393853
487,Comida,303272
488,Comida,332382
489,Gimnasio,412972
490,Turco,338349
491,Turco,472674
492,Comida,175055
493,Turco,460444
494,Piscina,14177
495,Gimnasio,296116
496,Comida,98829
497,Piscina,171953
498,Comida,197623
499,Comida,81518
500,Spa,38051
501,Piscina,449920
502,Comida,483589
503,Comida,377141
504,Turco,220132
505,Spa,443784
506,Spa,46102
507,Comida,352756
508,Turco,23424
509,Comida,443462
510,Sauna,376791
511,Cocina,79092
512,Piscina,94077
513,Cocina,91458
514,Turco,245345
515,Piscina,90698
516,Turco,398625
517,Sauna,407366
518,Spa,339131
519,Gimnasio,320599
520,Piscina,97388
521,Comida,403252
522,Sauna,356743
523,Sauna,229745
524,Turco,486723
525,Cocina,306259
526,Cocina,122604
527,Spa,43154
528,Piscina,220868
529,Turco,120695
530,Turco,80298
531,Turco,405084
532,Piscina,351229
533,Comida,402879
534,Sauna,408693
535,Sauna,229799
536,Cocina,418342
537,Spa,405009
538,Turco,213266
539,Cocina,306765
540,Gimnasio,9632
541,Cocina,266245
542,Comida,284979
543,Gimnasio,22113
544,Gimnasio,179871
545,Sauna,2840
546,Turco,195734
547,Sauna,181622
548,Piscina,442175
549,Gimnasio,218756
550,Sauna,118114
551,Gimnasio,244518
552,Piscina,179468
553,Spa,335505
554,Piscina,297844
555,Turco,180809
556,Comida,470574
557,Comida,173980
558,Turco,41038
559,Gimnasio,235007
560,Spa,94677
561,Comida,439410
562,Comida,269255
563,Turco,301003
564,Piscina,440177
565,Gimnasio,99570
566,Gimnasio,311114
567,Turco,452059
568,Spa,376943
569,Cocina,281342
570,Comida,81075
571,Comida,134225
572,Turco,112859
573,Gimnasio,225848
574,Turco,217743
575,Cocina,279037
576,Spa,200618
577,Gimnasio,180232
578,Turco,388041
579,Turco,144157
580,Gimnasio,432533
581,Piscina,312137
582,Spa,448092
583,Piscina,145166
584,Turco,56190
585,Piscina,411003
586,Piscina,455216
587,Sauna,249186
588,Sauna,32368
589,Comida,473879
590,Gimnasio,162322
591,Piscina,333266
592,Spa,445641
593,Spa,319868
594,Gimnasio,176928
595,Turco,448869
596,Spa,318131
597,Gimnasio,445092
598,Gimnasio,346643
599,Sauna,317744
600,Spa,480790
601,Turco,409638
602,Comida,61827
603,Piscina,267142
604,Sauna,384059
605,Spa,198089
606,Piscina,15593
607,Piscina,326784
608,Comida,417828
609,Comida,10004
610,Gimnasio,117021
611,Turco,273536
612,Gimnasio,466014
613,Turco,212782
614,Comida,214250
615,Turco,24937
616,Spa,326405
617,Piscina,455372
618,Turco,305350
619,Turco,382702
620,Comida,392055
621,Turco,350999
622,Turco,12741
623,Spa,112752
624,Comida,98190
625,Gimnasio,148222
626,Turco,369977
627,Sauna,306099
628,Gimnasio,458166
629,Cocina,280619
630,Cocina,64262
631,Piscina,65512
632,Turco,287649
633,Gimnasio,174997
634,Turco,79395
635,Sauna,21899
636,Piscina,8503
637,Cocina,19476
638,Gimnasio,374464
639,Cocina,94219
640,Gimnasio,116615
641,Gimnasio,314701
642,Gimnasio,332571
643,Cocina,12441
644,Cocina,217167
645,Piscina,439065
646,Spa,188620
647,Turco,129973
648,Comida,319996
649,Spa,151217
650,Turco,126968
651,Sauna,220033
652,Turco,260587
653,Cocina,240877
654,Piscina,343238
655,Sauna,315949
656,Turco,389393
657,Cocina,31312
658,Cocina,299074
659,Comida,315627
660,Turco,337672
661,Piscina,389106
662,Cocina,279634
663,Cocina,338539
664,Spa,338537
665,Cocina,58524
666,Gimnasio,84478
667,Cocina,429708
668,Spa,334640
669,Spa,472591
670,Comida,326561
671,Comida,404208
672,Spa,177055
673,Cocina,356734
674,Piscina,498135
675,Sauna,383534
676,Spa,328308
677,Comida,297918
678,Comida,8338
679,Turco,228233
680,Comida,204685
681,Turco,499875
682,Sauna,115652
683,Sauna,139708
684,Sauna,480272
685,Sauna,253868
686,Spa,166330
687,Turco,214668
688,Cocina,231549
689,Comida,119157
690,Gimnasio,154583
691,Sauna,82057
692,Sauna,386112
693,Comida,480366
694,Spa,422715
695,Spa,172405
696,Comida,408270
697,Turco,143302
698,Cocina,133461
699,Spa,376994
700,Turco,328596
701,Spa,9516
702,Spa,173247
703,Gimnasio,473434
704,Piscina,231088
705,Sauna,54690
706,Gimnasio,371061
707,Spa,377127
708,Piscina,275987
709,Gimnasio,233390
710,Turco,50422
711,Spa,372694
712,Spa,234929
713,Piscina,177247
714,Spa,388903
715,Comida,22990
716,Turco,246033
717,Turco,181769
718,Piscina,307356
719,Turco,481315
720,Cocina,309114
721,Spa,375647
722,Spa,489412
723,Comida,125425
724,Comida,81617
725,Sauna,92771
726,Turco,196353
727,Piscina,340430
728,Spa,322103
729,Cocina,123809
730,Piscina,488606
731,Cocina,117776
732,Spa,18634
733,Piscina,28136
734,Cocina,283269
735,Comida,153984
736,Sauna,12544
737,Gimnasio,290767
738,Cocina,276206
739,Sauna,115422
740,Spa,112598
741,Piscina,254552
742,Sauna,234309
743,Comida,167604
744,Piscina,490199
745,Gimnasio,223815
746,Sauna,462582
747,Cocina,427779
748,Comida,321575
749,Spa,192749
750,Turco,429060
751,Cocina,206690
752,Sauna,459253
753,Cocina,62795
754,Cocina,256463
755,Gimnasio,479135
756,Spa,417060
757,Turco,175328
758,Spa,390968
759,Gimnasio,153781
760,Comida,491591
761,Turco,204826
762,Turco,270675
763,Sauna,45326
764,Cocina,19564
765,Cocina,264036
766,Turco,83286
767,Piscina,377304
768,Spa,82083
769,Piscina,239281
770,Turco,479492
771,Gimnasio,72647
772,Comida,431843
773,Turco,175764
774,Gimnasio,443211
775,Comida,260622
776,Comida,389342
777,Turco,12468
778,Cocina,150102
779,Sauna,350550
780,Sauna,455184
781,Turco,211889
782,Cocina,256786
783,Cocina,273632
784,Cocina,449819
785,Comida,406253
786,Turco,280440
787,Turco,304351
788,Sauna,489535
789,Piscina,105322
790,Cocina,389592
791,Turco,435404
792,Comida,386908
793,Piscina,256174
794,Gimnasio,246523
795,Turco,335789
796,Comida,399790
797,Turco,164872
798,Spa,247619
799,Turco,250793
800,Sauna,254155
801,Cocina,395023
802,Spa,242650
803,Cocina,147421
804,Turco,272961
805,Sauna,58674
806,Piscina,34458
807,Cocina,52192
808,Turco,423782
809,Spa,59697
810,Sauna,149047
811,Spa,462819
812,Spa,280914
813,Sauna,343148
814,Comida,432310
815,Gimnasio,476406
816,Sauna,144183
817,Spa,327972
818,Turco,213584
819,Spa,326235
820,Comida,286136
821,Turco,346150
822,Spa,286745
823,Sauna,378943
824,Sauna,82269
825,Gimnasio,263754
826,Gimnasio,174798
827,Turco,355369
828,Comida,431503
829,Comida,251562
830,Piscina,467280
831,Cocina,277723
832,Piscina,456474
833,Spa,462422
834,Cocina,453732
835,Sauna,273516
836,Cocina,174048
837,Piscina,186830
838,Gimnasio,263190
839,Gimnasio,105907
840,Gimnasio,149838
841,Comida,459758
842,Comida,258511
843,Piscina,127248
844,Turco,71936
845,Spa,341582
846,Gimnasio,366737
847,Comida,498553
848,Piscina,125650
849,Comida,73680
850,Cocina,381246
851,Gimnasio,329377
852,Piscina,293643
853,Piscina,198281
854,Spa,138534
855,Cocina,176928
856,Sauna,92080
857,Gimnasio,88672
858,Cocina,407461
859,Piscina,7626
860,Spa,446824
861,Piscina,32334
862,Turco,246652
863,Comida,490180
864,Comida,431236
865,Cocina,84455
866,Sauna,25459
867,Cocina,28006
868,Turco,273190
869,Sauna,164040
870,Spa,414510
871,Sauna,242785
872,Sauna,122446
873,Piscina,194264
874,Spa,15040
875,Cocina,306104
876,Comida,84080
877,Sauna,200899
878,Gimnasio,83132
879,Gimnasio,395658
880,Piscina,37342
881,Cocina,424305
882,Turco,228339
883,Turco,365894
884,Sauna,468545
885,Sauna,282412
886,Sauna,336455
887,Comida,229475
888,Cocina,188033
889,Cocina,197113
890,Spa,155877
891,Spa,119061
892,Spa,493146
893,Comida,307535
894,Spa,409050
895,Comida,237213
896,Comida,467328
897,Comida,50761
898,Cocina,216123
899,Cocina,464004
900,Gimnasio,61598
901,Cocina,208488
902,Sauna,320571
903,Spa,73462
904,Spa,120214
905,Piscina,72065
906,Turco,338363
907,Cocina,288976
908,Turco,425127
909,Turco,219373
910,Sauna,147165
911,Turco,284318
912,Sauna,451536
913,Gimnasio,180656
914,Gimnasio,360787
915,Sauna,61896
916,Comida,183636
917,Piscina,161660
918,Cocina,486714
919,Sauna,4270
920,Cocina,402732
921,Spa,405897
922,Spa,343635
923,Turco,90613
924,Gimnasio,358793
925,Spa,483221
926,Cocina,295236
927,Sauna,425666
928,Spa,144876
929,Gimnasio,311691
930,Turco,43669
931,Gimnasio,363131
932,Gimnasio,249512
933,Spa,71104
934,Cocina,439685
935,Cocina,372882
936,Gimnasio,313125
937,Comida,144428
938,Turco,430497
939,Piscina,435492
940,Piscina,468017
941,Piscina,304911
942,Piscina,7716
943,Sauna,67400
944,Gimnasio,480441
945,Cocina,329212
946,Sauna,224034
947,Piscina,125815
948,Spa,94931
949,Gimnasio,464665
950,Piscina,223525
951,Gimnasio,124797
952,Gimnasio,24902
953,Sauna,394276
954,Piscina,185463
955,Gimnasio,317196
956,Comida,303413
957,Spa,322337
958,Piscina,199213
959,Comida,277516
960,Sauna,269392
961,Gimnasio,196769
962,Sauna,189056
963,Piscina,12329
964,Cocina,310896
965,Cocina,494988
966,Spa,345336
967,Comida,307875
968,Cocina,347644
969,Spa,105742
970,Spa,289017
971,Cocina,465875
972,Spa,55502
973,Comida,123883
974,Sauna,438616
975,Sauna,275692
976,Gimnasio,300070
977,Gimnasio,131110
978,Turco,15060
979,Turco,90525
980,Sauna,496258
981,Comida,229973
982,Cocina,412640
983,Spa,496795
984,Sauna,79132
985,Cocina,399124
986,Cocina,167664
987,Sauna,436072
988,Gimnasio,452180
989,Comida,233332
990,Gimnasio,35917
991,Turco,96631
992,Turco,81222
993,Comida,490247
994,Comida,47648
995,Sauna,178938
996,Gimnasio,486801
997,Spa,262415
998,Turco,185904
999,Gimnasio,62351
1000,Cocina,276984
1001,Sauna,202367
1002,Sauna,6078
1003,Piscina,268325
1004,Piscina,172970
1005,Cocina,53082
1006,Turco,305922
1007,Spa,337833
1008,Gimnasio,255836
1009,Piscina,381610
1010,Turco,495626
1011,Sauna,345723
1012,Gimnasio,453979
1013,Comida,64239
1014,Turco,92549
1015,Comida,140106
1016,Sauna,196876
1017,Piscina,279643
1018,Turco,312084
1019,Gimnasio,149933
1020,Sauna,416386
1021,Spa,154707
1022,Spa,406454
1023,Comida,227574
1024,Sauna,390123
1025,Gimnasio,240610
1026,Sauna,284353
1027,Comida,392757
1028,Comida,177782
1029,Spa,148583
1030,Cocina,266810
1031,Cocina,72072
1032,Turco,279376
1033,Gimnasio,354166
1034,Gimnasio,469279
1035,Cocina,326289
1036,Turco,204443
1037,Comida,254019
1038,Turco,59045
1039,Comida,248300
1040,Cocina,101506
1041,Spa,466188
1042,Cocina,180792
1043,Piscina,468760
1044,Comida,24658
1045,Cocina,113288
1046,Spa,389521
1047,Spa,133411
1048,Sauna,238795
1049,Cocina,334870
1050,Comida,128179
1051,Sauna,380664
1052,Gimnasio,395380
1053,Turco,148490
1054,Spa,61592
1055,Comida,331764
1056,Turco,279229
1057,Sauna,54491
1058,Cocina,240561
1059,Comida,439088
1060,Piscina,212805
1061,Turco,457787
1062,Piscina,186760
1063,Cocina,380538
1064,Cocina,379693
1065,Sauna,141489
1066,Gimnasio,225156
1067,Sauna,157842
1068,Sauna,487209
1069,Cocina,21492
1070,Gimnasio,101039
1071,Piscina,230372
1072,Gimnasio,253166
1073,Piscina,486511
1074,Sauna,5835
1075,Turco,365813
1076,Turco,166229
1077,Cocina,424998
1078,Gimnasio,345909
1079,Turco,394178
1080,Cocina,384687
1081,Sauna,290683
1082,Turco,130217
1083,Piscina,352022
1084,Sauna,175943
1085,Turco,62270
1086,Gimnasio,56398
1087,Turco,24764
1088,Sauna,411209
1089,Spa,420589
1090,Comida,112954
1091,Sauna,282564
1092,Spa,422219
1093,Cocina,444731
1094,Comida,447720
1095,Gimnasio,444727
1096,Cocina,193222
1097,Spa,151386
1098,Spa,487797
1099,Comida,430746
1100,Cocina,466826
1101,Cocina,375116
1102,Gimnasio,147073
1103,Cocina,52578
1104,Sauna,14944
1105,Sauna,350858
1106,Comida,238521
1107,Sauna,440478
1108,Turco,293889
1109,Gimnasio,396309
1110,Comida,235017
1111,Spa,32214
1112,Comida,230772
1113,Comida,276602
1114,Comida,215982
1115,Turco,208750
1116,Cocina,334521
1117,Spa,473859
1118,Spa,262371
1119,Gimnasio,374026
1120,Gimnasio,476650
1121,Comida,120974
1122,Sauna,34235
1123,Gimnasio,177022
1124,Gimnasio,46389
1125,Spa,239412
1126,Sauna,497707
1127,Spa,328186
1128,Turco,279990
1129,Turco,193604
1130,Turco,444111
1131,Gimnasio,485164
1132,Piscina,153922
1133,Spa,304243
1134,Spa,192957
1135,Turco,396907
1136,Gimnasio,485100
1137,Gimnasio,299745
1138,Piscina,437928
1139,Spa,215107
1140,Spa,377651
1141,Comida,46445
1142,Piscina,121960
1143,Piscina,381983
1144,Comida,2940
1145,Comida,375020
1146,Turco,420925
1147,Sauna,55259
1148,Turco,87396
1149,Gimnasio,417973
1150,Gimnasio,419870
1151,Gimnasio,409639
1152,Cocina,309230
1153,Gimnasio,198551
1154,Cocina,352533
1155,Gimnasio,108558
1156,Comida,463677
1157,Spa,15208
1158,Turco,40467
1159,Gimnasio,26138
1160,Gimnasio,141400
1161,Comida,313303
1162,Comida,388236
1163,Piscina,223882
1164,Gimnasio,36529
1165,Piscina,83256
1166,Comida,84883
1167,Cocina,175182
1168,Piscina,136742
1169,Turco,423661
1170,Piscina,74042
1171,Spa,140539
1172,Piscina,208942
1173,Cocina,58016
1174,Sauna,134839
1175,Piscina,28686
1176,Gimnasio,360173
1177,Turco,446290
1178,Spa,352109
1179,Turco,475200
1180,Spa,16894
1181,Gimnasio,432644
1182,Spa,34874
1183,Turco,333858
1184,Turco,61382
1185,Spa,8313
1186,Spa,19589
1187,Spa,81090
1188,Turco,85325
1189,Turco,137011
1190,Sauna,84734
1191,Piscina,338219
1192,Piscina,151953
1193,Turco,378910
1194,Spa,103041
1195,Piscina,125383
1196,Turco,5733
1197,Turco,75709
1198,Gimnasio,320679
1199,Gimnasio,67092
1200,Comida,204541
1201,Comida,235694
1202,Cocina,134336
1203,Piscina,181168
1204,Comida,439543
1205,Comida,262327
1206,Cocina,335693
1207,Sauna,393819
1208,Piscina,116423
1209,Gimnasio,189437
1210,Gimnasio,58005
1211,Sauna,316054
1212,Gimnasio,22383
1213,Spa,213707
1214,Gimnasio,69182
1215,Cocina,71283
1216,Spa,366697
1217,Sauna,433358
1218,Sauna,236286
1219,Comida,28007
1220,Turco,320462
1221,Piscina,347811
1222,Spa,308607
1223,Comida,168355
1224,Gimnasio,166613
1225,Turco,451768
1226,Sauna,119742
1227,Piscina,94077
1228,Sauna,147414
1229,Piscina,11014
1230,Cocina,38830
1231,Comida,315184
1232,Turco,246136
1233,Turco,33550
1234,Piscina,284177
1235,Cocina,380116
1236,Gimnasio,56833
1237,Spa,283451
1238,Comida,60000
1239,Cocina,368870
1240,Gimnasio,153226
1241,Gimnasio,409715
1242,Turco,440768
1243,Sauna,440786
1244,Gimnasio,102075
1245,Comida,55504
1246,Turco,36760
1247,Gimnasio,63837
1248,Spa,186490
1249,Sauna,204116
1250,Gimnasio,401886
1251,Comida,189485
1252,Gimnasio,457050
1253,Comida,256079
1254,Comida,453223
1255,Turco,244772
1256,Gimnasio,356093
1257,Turco,431510
1258,Gimnasio,428625
1259,Piscina,364366
1260,Sauna,302650
1261,Sauna,151354
1262,Cocina,306735
1263,Gimnasio,33515
1264,Sauna,43118
1265,Sauna,213377
1266,Spa,400887
1267,Comida,347520
1268,Sauna,322772
1269,Sauna,109900
1270,Spa,341172
1271,Turco,195856
1272,Cocina,271043
1273,Turco,283736
1274,Comida,176824
1275,Gimnasio,440127
1276,Cocina,236489
1277,Piscina,240746
1278,Turco,239662
1279,Cocina,340866
1280,Gimnasio,338174
1281,Turco,329876
1282,Turco,325498
1283,Cocina,116401
1284,Piscina,195308
1285,Piscina,399051
1286,Piscina,73860
1287,Comida,193862
1288,Piscina,164692
1289,Turco,473168
1290,Spa,102906
1291,Cocina,430597
1292,Comida,452467
1293,Piscina,452146
1294,Spa,265336
1295,Sauna,188090
1296,Turco,421891
1297,Sauna,432044
1298,Sauna,353179
1299,Sauna,68374
1300,Cocina,393807
1301,Spa,461734
1302,Piscina,66959
1303,Sauna,187597
1304,Cocina,437473
1305,Gimnasio,40250
1306,Sauna,171353
1307,Cocina,312175
1308,Gimnasio,297034
1309,Cocina,438355
1310,Sauna,496503
1311,Sauna,205358
1312,Sauna,387257
1313,Sauna,466363
1314,Gimnasio,223141
1315,Sauna,450426
1316,Gimnasio,476272
1317,Spa,20913
1318,Comida,139632
1319,Turco,371692
1320,Turco,267376
1321,Turco,48842
1322,Piscina,147887
1323,Turco,101020
1324,Comida,27788
1325,Spa,416258
1326,Sauna,4056
1327,Spa,417805
1328,Cocina,286110
1329,Gimnasio,180296
1330,Gimnasio,52051
1331,Cocina,330652
1332,Sauna,124034
1333,Piscina,147469
1334,Turco,271940
1335,Comida,209218
1336,Sauna,331950
1337,Comida,465462
1338,Cocina,124038
1339,Piscina,146416
1340,Turco,293729
1341,Sauna,361134
1342,Piscina,394943
1343,Cocina,479031
1344,Gimnasio,74424
1345,Turco,479330
1346,Turco,289682
1347,Gimnasio,315275
1348,Gimnasio,11936
1349,Comida,448439
1350,Piscina,323127
1351,Spa,132369
1352,Cocina,278447
1353,Gimnasio,247404
1354,Piscina,478422
1355,Piscina,366156
1356,Turco,162963
1357,Gimnasio,269035
1358,Turco,381041
1359,Sauna,227962
1360,Sauna,18876
1361,Comida,165131
1362,Turco,323460
1363,Turco,283863
1364,Piscina,392690
1365,Gimnasio,420220
1366,Cocina,85084
1367,Comida,116287
1368,Sauna,168468
1369,Gimnasio,79723
1370,Turco,332283
1371,Cocina,232093
1372,Turco,146308
1373,Gimnasio,350628
1374,Gimnasio,428689
1375,Piscina,461074
1376,Piscina,402389
1377,Turco,311356
1378,Spa,1820
